customer_id,income_tier,car_model,battery_capacity_kwh
C2671,Mid-Range,Tata Punch EV,35.0
C2672,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2673,Low-Mid,Tata Tigor EV Base,21.5
C2674,Low-Mid,Greaves Eltra,16.0
C2675,Low-Mid,Greaves Eltra,16.0
C2676,Low-Mid,Greaves Eltra,16.0
C2677,Low-Mid,Greaves Eltra,16.0
C2678,Low-Mid,Ampere Nexus,30.0
C2679,Low-Mid,Tata Tiago EV,24.0
C2680,High,MG ZS EV Exclusive,50.3
C2681,Low-Mid,Citroen eC3 Feel,29.2
C2682,High,Audi e-tron 55,95.0
C2683,High,BMW iX1,66.5
C2684,Mid-Range,MG Comet EV,17.3
C2685,Low-Mid,Ampere Nexus,30.0
C2686,Low-Mid,Greaves Eltra,16.0
C2687,Mid-Range,Hyundai Kona Electric,39.2
C2688,Mid-Range,Citroen eC3,29.2
C2689,Mid-Range,Citroen eC3,29.2
C2690,High,Mercedes EQB,66.5
C2691,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2692,High,Hyundai Ioniq 5,72.6
C2693,High,BMW iX1,66.5
C2694,Mid-Range,Tata Punch EV,35.0
C2695,Mid-Range,Hyundai Kona Electric,39.2
C2696,Low-Mid,Tata Tiago EV,24.0
C2697,Low-Mid,Tata Tigor EV Base,21.5
C2698,Low-Mid,Ather 450X (4W equiv),20.0
C2699,High,Mercedes EQB,66.5
C2700,Mid-Range,Hyundai Kona Electric,39.2
C2701,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2702,Low-Mid,Greaves Eltra,16.0
C2703,High,Hyundai Ioniq 5,72.6
C2704,High,Audi e-tron 55,95.0
C2705,Mid-Range,Mahindra e2o Plus,18.5
C2706,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2707,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2708,High,Tata Nexon EV Max,40.5
C2709,Low-Mid,Citroen eC3 Feel,29.2
C2710,Low-Mid,Tata Tiago EV,24.0
C2711,Low-Mid,Hero Electric Optima,12.0
C2712,Low-Mid,Ather 450X (4W equiv),20.0
C2713,High,Volvo XC40 Recharge,75.0
C2714,Low-Mid,Citroen eC3 Feel,29.2
C2715,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2716,Mid-Range,MG Comet EV,17.3
C2717,Mid-Range,Hyundai Kona Electric,39.2
C2718,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2719,Mid-Range,MG Comet EV,17.3
C2720,Low-Mid,Ampere Nexus,30.0
C2721,Low-Mid,Tata Tiago EV,24.0
C2722,Low-Mid,Tata Tigor EV Base,21.5
C2723,Mid-Range,Tata Punch EV,35.0
C2724,Low-Mid,Tata Tigor EV Base,21.5
C2725,Mid-Range,Mahindra e2o Plus,18.5
C2726,Low-Mid,Citroen eC3 Feel,29.2
C2727,Mid-Range,Mahindra e2o Plus,18.5
C2728,Low-Mid,Tata Tigor EV Base,21.5
C2729,Low-Mid,Hero Electric Optima,12.0
C2730,Low-Mid,Citroen eC3 Feel,29.2
C2731,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2732,Mid-Range,Mahindra e2o Plus,18.5
C2733,Low-Mid,Tata Tiago EV,24.0
C2734,Mid-Range,Hyundai Kona Electric,39.2
C2735,Low-Mid,Ampere Nexus,30.0
C2736,Mid-Range,Hyundai Kona Electric,39.2
C2737,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2738,Mid-Range,Tata Punch EV,35.0
C2739,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2740,Low-Mid,Greaves Eltra,16.0
C2741,Low-Mid,Tata Tiago EV,24.0
C2742,Low-Mid,Tata Tigor EV Base,21.5
C2743,High,Hyundai Ioniq 5,72.6
C2744,High,Volvo XC40 Recharge,75.0
C2745,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2746,Low-Mid,Ather 450X (4W equiv),20.0
C2747,Mid-Range,Hyundai Kona Electric,39.2
C2748,Mid-Range,Mahindra e2o Plus,18.5
C2749,Mid-Range,MG Comet EV,17.3
C2750,Low-Mid,Tata Tigor EV Base,21.5
C2751,Mid-Range,Mahindra e2o Plus,18.5
C2752,Low-Mid,Ampere Nexus,30.0
C2753,Mid-Range,Tata Punch EV,35.0
C2754,Mid-Range,Tata Punch EV,35.0
C2755,Low-Mid,Hero Electric Optima,12.0
C2756,High,MG ZS EV Exclusive,50.3
C2757,Mid-Range,Tata Tigor EV,26.0
C2758,Low-Mid,Ather 450X (4W equiv),20.0
C2759,Mid-Range,Citroen eC3,29.2
C2760,Low-Mid,Citroen eC3 Feel,29.2
C2761,Low-Mid,Hero Electric Optima,12.0
C2762,Low-Mid,Tata Tiago EV,24.0
C2763,Mid-Range,Mahindra e2o Plus,18.5
C2764,Low-Mid,Ampere Nexus,30.0
C2765,Mid-Range,Mahindra e2o Plus,18.5
C2766,High,BMW iX1,66.5
C2767,Low-Mid,Tata Tiago EV,24.0
C2768,Low-Mid,Hero Electric Optima,12.0
C2769,Low-Mid,Ampere Nexus,30.0
C2770,Low-Mid,Hero Electric Optima,12.0
C2771,High,MG ZS EV Exclusive,50.3
C2772,Low-Mid,Tata Tigor EV Base,21.5
C2773,High,Tata Nexon EV Max,40.5
C2774,Low-Mid,Tata Tiago EV,24.0
C2775,Mid-Range,Tata Nexon EV,30.2
C2776,Mid-Range,MG Comet EV,17.3
C2777,Low-Mid,Greaves Eltra,16.0
C2778,Low-Mid,Citroen eC3 Feel,29.2
C2779,Mid-Range,Tata Tigor EV,26.0
C2780,Low-Mid,Greaves Eltra,16.0
C2781,Mid-Range,Tata Tigor EV,26.0
C2782,Mid-Range,Citroen eC3,29.2
C2783,High,Volvo XC40 Recharge,75.0
C2784,Mid-Range,Tata Nexon EV,30.2
C2785,Low-Mid,Hero Electric Optima,12.0
C2786,High,Mercedes EQB,66.5
C2787,Low-Mid,Tata Tiago EV,24.0
C2788,Low-Mid,Hero Electric Optima,12.0
C2789,Low-Mid,Tata Tigor EV Base,21.5
C2790,Low-Mid,Ampere Nexus,30.0
C2791,High,Mercedes EQB,66.5
C2792,High,Volvo XC40 Recharge,75.0
C2793,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2794,Low-Mid,Ampere Nexus,30.0
C2795,Low-Mid,Tata Tiago EV,24.0
C2796,Low-Mid,Citroen eC3 Feel,29.2
C2797,Low-Mid,Hero Electric Optima,12.0
C2798,Low-Mid,Tata Tigor EV Base,21.5
C2799,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2800,Mid-Range,Tata Punch EV,35.0
C2801,Mid-Range,Tata Tigor EV,26.0
C2802,Low-Mid,Greaves Eltra,16.0
C2803,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2804,Low-Mid,Greaves Eltra,16.0
C2805,Low-Mid,Citroen eC3 Feel,29.2
C2806,Low-Mid,Ather 450X (4W equiv),20.0
C2807,Low-Mid,Citroen eC3 Feel,29.2
C2808,Mid-Range,Tata Nexon EV,30.2
C2809,High,BYD Atto 3 Superior,60.5
C2810,Low-Mid,Hero Electric Optima,12.0
C2811,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2812,Mid-Range,MG Comet EV,17.3
C2813,Low-Mid,Tata Tiago EV,24.0
C2814,Low-Mid,Greaves Eltra,16.0
C2815,Low-Mid,Greaves Eltra,16.0
C2816,Low-Mid,Ather 450X (4W equiv),20.0
C2817,Mid-Range,Mahindra e2o Plus,18.5
C2818,Low-Mid,Ampere Nexus,30.0
C2819,Mid-Range,Tata Punch EV,35.0
C2820,Low-Mid,Ampere Nexus,30.0
C2821,Mid-Range,Mahindra e2o Plus,18.5
C2822,Low-Mid,Ather 450X (4W equiv),20.0
C2823,Low-Mid,Tata Tigor EV Base,21.5
C2824,Low-Mid,Greaves Eltra,16.0
C2825,Low-Mid,Tata Tigor EV Base,21.5
C2826,Mid-Range,MG Comet EV,17.3
C2827,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2828,Mid-Range,Tata Tigor EV,26.0
C2829,Mid-Range,MG Comet EV,17.3
C2830,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2831,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2832,Mid-Range,Hyundai Kona Electric,39.2
C2833,Low-Mid,Citroen eC3 Feel,29.2
C2834,High,BMW iX1,66.5
C2835,Mid-Range,Tata Punch EV,35.0
C2836,Mid-Range,Tata Punch EV,35.0
C2837,High,Mercedes EQB,66.5
C2838,Low-Mid,Greaves Eltra,16.0
C2839,Low-Mid,Citroen eC3 Feel,29.2
C2840,Low-Mid,Ather 450X (4W equiv),20.0
C2841,Low-Mid,Ather 450X (4W equiv),20.0
C2842,Mid-Range,Tata Punch EV,35.0
C2843,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2844,Low-Mid,Tata Tiago EV,24.0
C2845,Low-Mid,Greaves Eltra,16.0
C2846,Low-Mid,Ather 450X (4W equiv),20.0
C2847,Low-Mid,Greaves Eltra,16.0
C2848,Low-Mid,Ather 450X (4W equiv),20.0
C2849,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2850,High,BMW iX1,66.5
C2851,Low-Mid,Tata Tigor EV Base,21.5
C2852,High,Hyundai Ioniq 5,72.6
C2853,Low-Mid,Tata Tigor EV Base,21.5
C2854,High,Audi e-tron 55,95.0
C2855,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2856,Low-Mid,Tata Tigor EV Base,21.5
C2857,Low-Mid,Ampere Nexus,30.0
C2858,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2859,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2860,Mid-Range,Mahindra e2o Plus,18.5
C2861,Mid-Range,Citroen eC3,29.2
C2862,Mid-Range,Tata Tigor EV,26.0
C2863,Mid-Range,Hyundai Kona Electric,39.2
C2864,High,Volvo XC40 Recharge,75.0
C2865,Low-Mid,Tata Tiago EV,24.0
C2866,Mid-Range,Tata Nexon EV,30.2
C2867,High,Volvo XC40 Recharge,75.0
C2868,Low-Mid,Greaves Eltra,16.0
C2869,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2870,High,MG ZS EV Exclusive,50.3
C2871,Low-Mid,Citroen eC3 Feel,29.2
C2872,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2873,Low-Mid,Tata Tiago EV,24.0
C2874,Low-Mid,Ather 450X (4W equiv),20.0
C2875,Mid-Range,Citroen eC3,29.2
C2876,Mid-Range,Tata Tigor EV,26.0
C2877,Low-Mid,Hero Electric Optima,12.0
C2878,Low-Mid,Greaves Eltra,16.0
C2879,High,Mercedes EQB,66.5
C2880,Low-Mid,Greaves Eltra,16.0
C2881,Mid-Range,Mahindra e2o Plus,18.5
C2882,Low-Mid,Ampere Nexus,30.0
C2883,Low-Mid,Hero Electric Optima,12.0
C2884,Mid-Range,Tata Nexon EV,30.2
C2885,Low-Mid,Ather 450X (4W equiv),20.0
C2886,Mid-Range,Citroen eC3,29.2
C2887,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2888,Low-Mid,Hero Electric Optima,12.0
C2889,Low-Mid,Greaves Eltra,16.0
C2890,Mid-Range,Hyundai Kona Electric,39.2
C2891,Mid-Range,MG Comet EV,17.3
C2892,High,Kia EV6,77.4
C2893,Low-Mid,Greaves Eltra,16.0
C2894,Mid-Range,Tata Punch EV,35.0
C2895,Low-Mid,Citroen eC3 Feel,29.2
C2896,Low-Mid,Ampere Nexus,30.0
C2897,Low-Mid,Ather 450X (4W equiv),20.0
C2898,Low-Mid,Greaves Eltra,16.0
C2899,High,Tata Nexon EV Max,40.5
C2900,Mid-Range,Tata Tigor EV,26.0
C2901,Mid-Range,Hyundai Kona Electric,39.2
C2902,Mid-Range,Tata Tigor EV,26.0
C2903,Low-Mid,Ampere Nexus,30.0
C2904,Low-Mid,Citroen eC3 Feel,29.2
C2905,Low-Mid,Ampere Nexus,30.0
C2906,Mid-Range,MG Comet EV,17.3
C2907,Low-Mid,Tata Tiago EV,24.0
C2908,Mid-Range,Tata Punch EV,35.0
C2909,Mid-Range,Tata Punch EV,35.0
C2910,High,BYD Atto 3 Superior,60.5
C2911,Mid-Range,MG Comet EV,17.3
C2912,High,Tata Nexon EV Max,40.5
C2913,Mid-Range,Hyundai Kona Electric,39.2
C2914,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2915,Low-Mid,Citroen eC3 Feel,29.2
C2916,Mid-Range,Tata Nexon EV,30.2
C2917,Low-Mid,Citroen eC3 Feel,29.2
C2918,High,BMW iX1,66.5
C2919,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2920,Low-Mid,Citroen eC3 Feel,29.2
C2921,Mid-Range,Tata Punch EV,35.0
C2922,Mid-Range,Hyundai Kona Electric,39.2
C2923,Low-Mid,Ampere Nexus,30.0
C2924,Low-Mid,Tata Tigor EV Base,21.5
C2925,High,BMW iX1,66.5
C2926,High,Tata Nexon EV Max,40.5
C2927,Mid-Range,Hyundai Kona Electric,39.2
C2928,Low-Mid,Ather 450X (4W equiv),20.0
C2929,Low-Mid,Citroen eC3 Feel,29.2
C2930,High,Kia EV6,77.4
C2931,Mid-Range,Citroen eC3,29.2
C2932,Mid-Range,Mahindra e2o Plus,18.5
C2933,Mid-Range,Citroen eC3,29.2
C2934,Low-Mid,Citroen eC3 Feel,29.2
C2935,Low-Mid,Greaves Eltra,16.0
C2936,Mid-Range,Hyundai Kona Electric,39.2
C2937,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2938,Low-Mid,Hero Electric Optima,12.0
C2939,Low-Mid,Ampere Nexus,30.0
C2940,Low-Mid,Ather 450X (4W equiv),20.0
C2941,Mid-Range,Tata Nexon EV,30.2
C2942,Mid-Range,Tata Nexon EV,30.2
C2943,Mid-Range,Tata Nexon EV,30.2
C2944,Mid-Range,Hyundai Kona Electric,39.2
C2945,Low-Mid,Ampere Nexus,30.0
C2946,Low-Mid,Greaves Eltra,16.0
C2947,Low-Mid,Tata Tigor EV Base,21.5
C2948,Mid-Range,Citroen eC3,29.2
C2949,Mid-Range,Tata Punch EV,35.0
C2950,Low-Mid,Tata Tiago EV,24.0
C2951,High,BYD Atto 3 Superior,60.5
C2952,Low-Mid,Hero Electric Optima,12.0
C2953,High,Volvo XC40 Recharge,75.0
C2954,High,Hyundai Ioniq 5,72.6
C2955,Low-Mid,Hero Electric Optima,12.0
C2956,Low-Mid,Tata Tiago EV,24.0
C2957,Low-Mid,Ampere Nexus,30.0
C2958,Mid-Range,Tata Nexon EV,30.2
C2959,Low-Mid,Greaves Eltra,16.0
C2960,Low-Mid,Hero Electric Optima,12.0
C2961,Low-Mid,Greaves Eltra,16.0
C2962,Low-Mid,Tata Tigor EV Base,21.5
C2963,Low-Mid,Tata Tiago EV,24.0
C2964,Mid-Range,Hyundai Kona Electric,39.2
C2965,Low-Mid,Citroen eC3 Feel,29.2
C2966,Mid-Range,Citroen eC3,29.2
C2967,Low-Mid,Hero Electric Optima,12.0
C2968,Mid-Range,Hyundai Kona Electric,39.2
C2969,Mid-Range,Hyundai Kona Electric,39.2
C2970,Mid-Range,Tata Punch EV,35.0
C2971,Low-Mid,Citroen eC3 Feel,29.2
C2972,Low-Mid,Tata Tigor EV Base,21.5
C2973,High,Hyundai Ioniq 5,72.6
C2974,High,BMW iX1,66.5
C2975,Low-Mid,Ampere Nexus,30.0
C2976,Low-Mid,Greaves Eltra,16.0
C2977,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2978,Mid-Range,Citroen eC3,29.2
C2979,Mid-Range,Tata Nexon EV,30.2
C2980,Mid-Range,Mahindra e2o Plus,18.5
C2981,Mid-Range,Tata Punch EV,35.0
C2982,Low-Mid,Hero Electric Optima,12.0
C2983,Low-Mid,Ampere Nexus,30.0
C2984,Mid-Range,Mahindra e2o Plus,18.5
C2985,Low-Mid,Tata Tigor EV Base,21.5
C2986,Low-Mid,Greaves Eltra,16.0
C2987,Low-Mid,Tata Tigor EV Base,21.5
C2988,Mid-Range,Mahindra XUV400 EC Pro,39.4
C2989,Mid-Range,Mahindra e2o Plus,18.5
C2990,Low-Mid,Tata Tiago EV,24.0
C2991,Low-Mid,Greaves Eltra,16.0
C2992,Low-Mid,Ather 450X (4W equiv),20.0
C2993,Low-Mid,Tata Tiago EV,24.0
C2994,Low-Mid,Ampere Nexus,30.0
C2995,Low-Mid,Ola S1 Pro (4W equiv),22.0
C2996,Low-Mid,Hero Electric Optima,12.0
C2997,High,BMW iX1,66.5
C2998,Low-Mid,Tata Tigor EV Base,21.5
C2999,Low-Mid,Greaves Eltra,16.0
C3000,Mid-Range,Tata Nexon EV,30.2
C3001,Low-Mid,Hero Electric Optima,12.0
C3002,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3003,Mid-Range,Citroen eC3,29.2
C3004,Mid-Range,Tata Nexon EV,30.2
C3005,Mid-Range,Citroen eC3,29.2
C3006,Low-Mid,Tata Tigor EV Base,21.5
C3007,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3008,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3009,Mid-Range,Tata Nexon EV,30.2
C3010,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3011,High,BMW iX1,66.5
C3012,Low-Mid,Tata Tiago EV,24.0
C3013,Low-Mid,Tata Tigor EV Base,21.5
C3014,High,Mercedes EQB,66.5
C3015,Low-Mid,Greaves Eltra,16.0
C3016,Mid-Range,MG Comet EV,17.3
C3017,Low-Mid,Citroen eC3 Feel,29.2
C3018,Low-Mid,Tata Tigor EV Base,21.5
C3019,Mid-Range,Tata Punch EV,35.0
C3020,Low-Mid,Hero Electric Optima,12.0
C3021,Mid-Range,Tata Tigor EV,26.0
C3022,Mid-Range,Tata Nexon EV,30.2
C3023,Low-Mid,Greaves Eltra,16.0
C3024,Mid-Range,Mahindra e2o Plus,18.5
C3025,Mid-Range,Hyundai Kona Electric,39.2
C3026,Low-Mid,Greaves Eltra,16.0
C3027,Low-Mid,Ampere Nexus,30.0
C3028,Mid-Range,Citroen eC3,29.2
C3029,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3030,Low-Mid,Greaves Eltra,16.0
C3031,Low-Mid,Greaves Eltra,16.0
C3032,Mid-Range,Mahindra e2o Plus,18.5
C3033,Low-Mid,Tata Tigor EV Base,21.5
C3034,Low-Mid,Citroen eC3 Feel,29.2
C3035,High,Kia EV6,77.4
C3036,Low-Mid,Citroen eC3 Feel,29.2
C3037,High,BMW iX1,66.5
C3038,Low-Mid,Citroen eC3 Feel,29.2
C3039,Low-Mid,Ather 450X (4W equiv),20.0
C3040,Low-Mid,Hero Electric Optima,12.0
C3041,Low-Mid,Tata Tigor EV Base,21.5
C3042,Mid-Range,Tata Nexon EV,30.2
C3043,Mid-Range,Mahindra e2o Plus,18.5
C3044,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3045,Low-Mid,Tata Tigor EV Base,21.5
C3046,Mid-Range,Mahindra e2o Plus,18.5
C3047,Low-Mid,Tata Tiago EV,24.0
C3048,High,Hyundai Ioniq 5,72.6
C3049,Mid-Range,MG Comet EV,17.3
C3050,High,Volvo XC40 Recharge,75.0
C3051,Mid-Range,Tata Nexon EV,30.2
C3052,Mid-Range,MG Comet EV,17.3
C3053,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3054,Mid-Range,Mahindra e2o Plus,18.5
C3055,Low-Mid,Greaves Eltra,16.0
C3056,Low-Mid,Ather 450X (4W equiv),20.0
C3057,High,Volvo XC40 Recharge,75.0
C3058,Low-Mid,Hero Electric Optima,12.0
C3059,Mid-Range,Citroen eC3,29.2
C3060,Low-Mid,Tata Tigor EV Base,21.5
C3061,Mid-Range,Citroen eC3,29.2
C3062,Mid-Range,Tata Punch EV,35.0
C3063,Low-Mid,Hero Electric Optima,12.0
C3064,Mid-Range,Tata Nexon EV,30.2
C3065,Mid-Range,Tata Tigor EV,26.0
C3066,Mid-Range,Citroen eC3,29.2
C3067,Low-Mid,Citroen eC3 Feel,29.2
C3068,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3069,Low-Mid,Greaves Eltra,16.0
C3070,Mid-Range,Mahindra e2o Plus,18.5
C3071,Low-Mid,Tata Tigor EV Base,21.5
C3072,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3073,Mid-Range,MG Comet EV,17.3
C3074,Mid-Range,Citroen eC3,29.2
C3075,Mid-Range,Mahindra e2o Plus,18.5
C3076,Mid-Range,Citroen eC3,29.2
C3077,High,Kia EV6,77.4
C3078,Low-Mid,Tata Tiago EV,24.0
C3079,Mid-Range,Mahindra e2o Plus,18.5
C3080,Low-Mid,Greaves Eltra,16.0
C3081,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3082,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3083,Low-Mid,Tata Tigor EV Base,21.5
C3084,Low-Mid,Tata Tiago EV,24.0
C3085,Mid-Range,Tata Tigor EV,26.0
C3086,Low-Mid,Citroen eC3 Feel,29.2
C3087,Mid-Range,MG Comet EV,17.3
C3088,Mid-Range,Tata Nexon EV,30.2
C3089,Low-Mid,Citroen eC3 Feel,29.2
C3090,Mid-Range,Hyundai Kona Electric,39.2
C3091,Mid-Range,Hyundai Kona Electric,39.2
C3092,Mid-Range,Tata Nexon EV,30.2
C3093,High,Hyundai Ioniq 5,72.6
C3094,Low-Mid,Hero Electric Optima,12.0
C3095,Low-Mid,Tata Tigor EV Base,21.5
C3096,High,Tata Nexon EV Max,40.5
C3097,Mid-Range,Citroen eC3,29.2
C3098,Mid-Range,Mahindra e2o Plus,18.5
C3099,Mid-Range,Mahindra e2o Plus,18.5
C3100,Low-Mid,Tata Tiago EV,24.0
C3101,High,BYD Atto 3 Superior,60.5
C3102,Low-Mid,Tata Tiago EV,24.0
C3103,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3104,Mid-Range,MG Comet EV,17.3
C3105,Low-Mid,Greaves Eltra,16.0
C3106,Mid-Range,Hyundai Kona Electric,39.2
C3107,Low-Mid,Ampere Nexus,30.0
C3108,Mid-Range,Tata Tigor EV,26.0
C3109,Mid-Range,Tata Tigor EV,26.0
C3110,Mid-Range,Tata Tigor EV,26.0
C3111,High,Hyundai Ioniq 5,72.6
C3112,Low-Mid,Hero Electric Optima,12.0
C3113,Low-Mid,Hero Electric Optima,12.0
C3114,Mid-Range,Tata Tigor EV,26.0
C3115,Low-Mid,Ather 450X (4W equiv),20.0
C3116,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3117,Low-Mid,Ampere Nexus,30.0
C3118,Low-Mid,Tata Tigor EV Base,21.5
C3119,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3120,Low-Mid,Ather 450X (4W equiv),20.0
C3121,Mid-Range,Hyundai Kona Electric,39.2
C3122,Mid-Range,Hyundai Kona Electric,39.2
C3123,Mid-Range,MG Comet EV,17.3
C3124,High,BYD Atto 3 Superior,60.5
C3125,Mid-Range,Tata Punch EV,35.0
C3126,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3127,Mid-Range,Tata Tigor EV,26.0
C3128,Low-Mid,Hero Electric Optima,12.0
C3129,Low-Mid,Greaves Eltra,16.0
C3130,High,Audi e-tron 55,95.0
C3131,Mid-Range,Mahindra e2o Plus,18.5
C3132,High,Tata Nexon EV Max,40.5
C3133,Mid-Range,MG Comet EV,17.3
C3134,Low-Mid,Tata Tiago EV,24.0
C3135,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3136,Low-Mid,Ampere Nexus,30.0
C3137,High,Hyundai Ioniq 5,72.6
C3138,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3139,Mid-Range,Mahindra e2o Plus,18.5
C3140,Low-Mid,Ampere Nexus,30.0
C3141,Mid-Range,Citroen eC3,29.2
C3142,Low-Mid,Citroen eC3 Feel,29.2
C3143,Mid-Range,MG Comet EV,17.3
C3144,Mid-Range,Tata Punch EV,35.0
C3145,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3146,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3147,Low-Mid,Hero Electric Optima,12.0
C3148,Low-Mid,Ampere Nexus,30.0
C3149,Mid-Range,Tata Punch EV,35.0
C3150,High,Kia EV6,77.4
C3151,Mid-Range,Citroen eC3,29.2
C3152,Low-Mid,Greaves Eltra,16.0
C3153,Mid-Range,Tata Punch EV,35.0
C3154,Low-Mid,Citroen eC3 Feel,29.2
C3155,Mid-Range,MG Comet EV,17.3
C3156,Low-Mid,Tata Tiago EV,24.0
C3157,Low-Mid,Ampere Nexus,30.0
C3158,Mid-Range,Tata Tigor EV,26.0
C3159,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3160,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3161,Mid-Range,Hyundai Kona Electric,39.2
C3162,Low-Mid,Tata Tiago EV,24.0
C3163,High,BMW iX1,66.5
C3164,Low-Mid,Greaves Eltra,16.0
C3165,Mid-Range,Citroen eC3,29.2
C3166,High,MG ZS EV Exclusive,50.3
C3167,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3168,Mid-Range,Tata Punch EV,35.0
C3169,Low-Mid,Ather 450X (4W equiv),20.0
C3170,Low-Mid,Hero Electric Optima,12.0
C3171,Low-Mid,Ather 450X (4W equiv),20.0
C3172,Low-Mid,Tata Tiago EV,24.0
C3173,Mid-Range,Hyundai Kona Electric,39.2
C3174,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3175,Mid-Range,Tata Tigor EV,26.0
C3176,Low-Mid,Greaves Eltra,16.0
C3177,Mid-Range,Hyundai Kona Electric,39.2
C3178,Low-Mid,Hero Electric Optima,12.0
C3179,Mid-Range,Tata Tigor EV,26.0
C3180,Mid-Range,Tata Nexon EV,30.2
C3181,Mid-Range,Citroen eC3,29.2
C3182,Low-Mid,Tata Tigor EV Base,21.5
C3183,High,Audi e-tron 55,95.0
C3184,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3185,Low-Mid,Citroen eC3 Feel,29.2
C3186,Low-Mid,Citroen eC3 Feel,29.2
C3187,Mid-Range,Tata Tigor EV,26.0
C3188,Mid-Range,Tata Punch EV,35.0
C3189,High,Hyundai Ioniq 5,72.6
C3190,Low-Mid,Citroen eC3 Feel,29.2
C3191,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3192,High,BYD Atto 3 Superior,60.5
C3193,Low-Mid,Hero Electric Optima,12.0
C3194,Low-Mid,Ather 450X (4W equiv),20.0
C3195,Low-Mid,Ather 450X (4W equiv),20.0
C3196,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3197,Mid-Range,Tata Tigor EV,26.0
C3198,High,Hyundai Ioniq 5,72.6
C3199,Mid-Range,Tata Punch EV,35.0
C3200,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3201,High,Hyundai Ioniq 5,72.6
C3202,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3203,Mid-Range,Tata Nexon EV,30.2
C3204,Mid-Range,Hyundai Kona Electric,39.2
C3205,Mid-Range,Hyundai Kona Electric,39.2
C3206,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3207,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3208,Mid-Range,MG Comet EV,17.3
C3209,Low-Mid,Tata Tiago EV,24.0
C3210,Mid-Range,Tata Punch EV,35.0
C3211,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3212,Low-Mid,Ola S1 Pro (4W equiv),22.0
C3213,Mid-Range,Tata Punch EV,35.0
C3214,Low-Mid,Tata Tigor EV Base,21.5
C3215,Mid-Range,Tata Tigor EV,26.0
C3216,High,Kia EV6,77.4
C3217,Low-Mid,Ampere Nexus,30.0
C3218,Mid-Range,Mahindra XUV400 EC Pro,39.4
C3219,Mid-Range,Tata Punch EV,35.0
C3220,Mid-Range,Hyundai Kona Electric,39.2
